country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
Serbia,Electricity - exports,2008,"Kilowatt-hours, million",8802,,total_electricity
Serbia,Electricity - exports,2009,"Kilowatt-hours, million",6609,,total_electricity
Serbia,Electricity - exports,2010,"Kilowatt-hours, million",5917,,total_electricity
Serbia,Electricity - exports,2011,"Kilowatt-hours, million",6979,,total_electricity
Serbia,Electricity - exports,2012,"Kilowatt-hours, million",5392,,total_electricity
Serbia,Electricity - exports,2013,"Kilowatt-hours, million",6614,,total_electricity
Serbia,Electricity - exports,2014,"Kilowatt-hours, million",5445,,total_electricity
Rwanda,Electricity - exports,1990,"Kilowatt-hours, million",3,1,total_electricity
Rwanda,Electricity - exports,1991,"Kilowatt-hours, million",3,1,total_electricity
Rwanda,Electricity - exports,1992,"Kilowatt-hours, million",3,1,total_electricity
Rwanda,Electricity - exports,1993,"Kilowatt-hours, million",3,1,total_electricity
Rwanda,Electricity - exports,1994,"Kilowatt-hours, million",3,1,total_electricity
Rwanda,Electricity - exports,1995,"Kilowatt-hours, million",3,1,total_electricity
Rwanda,Electricity - exports,1996,"Kilowatt-hours, million",3,1,total_electricity
Rwanda,Electricity - exports,1997,"Kilowatt-hours, million",3,1,total_electricity
Rwanda,Electricity - exports,1998,"Kilowatt-hours, million",0.8,,total_electricity
Rwanda,Electricity - exports,1999,"Kilowatt-hours, million",0.8,,total_electricity
Rwanda,Electricity - exports,2000,"Kilowatt-hours, million",1,,total_electricity
Rwanda,Electricity - exports,2001,"Kilowatt-hours, million",1.4,,total_electricity
Rwanda,Electricity - exports,2002,"Kilowatt-hours, million",8.1,,total_electricity
Rwanda,Electricity - exports,2003,"Kilowatt-hours, million",3.3,,total_electricity
Rwanda,Electricity - exports,2004,"Kilowatt-hours, million",2.2,,total_electricity
Rwanda,Electricity - exports,2005,"Kilowatt-hours, million",1.8,,total_electricity
Rwanda,Electricity - exports,2006,"Kilowatt-hours, million",2,,total_electricity
Rwanda,Electricity - exports,2007,"Kilowatt-hours, million",2.1,,total_electricity
Rwanda,Electricity - exports,2008,"Kilowatt-hours, million",2.1,,total_electricity
Rwanda,Electricity - exports,2009,"Kilowatt-hours, million",2.9,,total_electricity
Rwanda,Electricity - exports,2010,"Kilowatt-hours, million",2.8,,total_electricity
Rwanda,Electricity - exports,2011,"Kilowatt-hours, million",4.9,,total_electricity
Rwanda,Electricity - exports,2012,"Kilowatt-hours, million",2.9,,total_electricity
Rwanda,Electricity - exports,2013,"Kilowatt-hours, million",0.3,,total_electricity
Rwanda,Electricity - exports,2014,"Kilowatt-hours, million",3.8,,total_electricity
Russia,Electricity - exports,1992,"Kilowatt-hours, million",43952,,total_electricity
Russia,Electricity - exports,1993,"Kilowatt-hours, million",43413,,total_electricity
Russia,Electricity - exports,1994,"Kilowatt-hours, million",44147,,total_electricity
Russia,Electricity - exports,1995,"Kilowatt-hours, million",37982,,total_electricity
Russia,Electricity - exports,1996,"Kilowatt-hours, million",31846,,total_electricity
Russia,Electricity - exports,1997,"Kilowatt-hours, million",26840,,total_electricity
Russia,Electricity - exports,1998,"Kilowatt-hours, million",26275,,total_electricity
Russia,Electricity - exports,1999,"Kilowatt-hours, million",22521,,total_electricity
Russia,Electricity - exports,2000,"Kilowatt-hours, million",22850,,total_electricity
Russia,Electricity - exports,2001,"Kilowatt-hours, million",25659,,total_electricity
Russia,Electricity - exports,2002,"Kilowatt-hours, million",18097,,total_electricity
Russia,Electricity - exports,2003,"Kilowatt-hours, million",21619,,total_electricity
Russia,Electricity - exports,2004,"Kilowatt-hours, million",19800,,total_electricity
Russia,Electricity - exports,2005,"Kilowatt-hours, million",22520,,total_electricity
Russia,Electricity - exports,2006,"Kilowatt-hours, million",20927,,total_electricity
Russia,Electricity - exports,2007,"Kilowatt-hours, million",18468,,total_electricity
Russia,Electricity - exports,2008,"Kilowatt-hours, million",20738,,total_electricity
Russia,Electricity - exports,2009,"Kilowatt-hours, million",17923,,total_electricity
Russia,Electricity - exports,2010,"Kilowatt-hours, million",19091,,total_electricity
Russia,Electricity - exports,2011,"Kilowatt-hours, million",24111,,total_electricity
Russia,Electricity - exports,2012,"Kilowatt-hours, million",19143,,total_electricity
Russia,Electricity - exports,2013,"Kilowatt-hours, million",18382,,total_electricity
Russia,Electricity - exports,2014,"Kilowatt-hours, million",14671,,total_electricity
Romania,Electricity - exports,1990,"Kilowatt-hours, million",306,,total_electricity
Romania,Electricity - exports,1991,"Kilowatt-hours, million",0,,total_electricity
Romania,Electricity - exports,1992,"Kilowatt-hours, million",218,,total_electricity
Romania,Electricity - exports,1993,"Kilowatt-hours, million",1118,,total_electricity
Romania,Electricity - exports,1994,"Kilowatt-hours, million",1065,,total_electricity
Romania,Electricity - exports,1995,"Kilowatt-hours, million",456,,total_electricity
Romania,Electricity - exports,1996,"Kilowatt-hours, million",1435,,total_electricity
Romania,Electricity - exports,1997,"Kilowatt-hours, million",556,,total_electricity
Romania,Electricity - exports,1998,"Kilowatt-hours, million",337,,total_electricity
Romania,Electricity - exports,1999,"Kilowatt-hours, million",1930,,total_electricity
Romania,Electricity - exports,2000,"Kilowatt-hours, million",1470,,total_electricity
Romania,Electricity - exports,2001,"Kilowatt-hours, million",2077,,total_electricity
Romania,Electricity - exports,2002,"Kilowatt-hours, million",3290,,total_electricity
Romania,Electricity - exports,2003,"Kilowatt-hours, million",3046,,total_electricity
Romania,Electricity - exports,2004,"Kilowatt-hours, million",3766,,total_electricity
Romania,Electricity - exports,2005,"Kilowatt-hours, million",5224,,total_electricity
Romania,Electricity - exports,2006,"Kilowatt-hours, million",5262,,total_electricity
Romania,Electricity - exports,2007,"Kilowatt-hours, million",3359,,total_electricity
Romania,Electricity - exports,2008,"Kilowatt-hours, million",5169,,total_electricity
Romania,Electricity - exports,2009,"Kilowatt-hours, million",2946,,total_electricity
Romania,Electricity - exports,2010,"Kilowatt-hours, million",3041,,total_electricity
Romania,Electricity - exports,2011,"Kilowatt-hours, million",5316,,total_electricity
Romania,Electricity - exports,2012,"Kilowatt-hours, million",3650,,total_electricity
Romania,Electricity - exports,2013,"Kilowatt-hours, million",4753,,total_electricity
Romania,Electricity - exports,2014,"Kilowatt-hours, million",9937,,total_electricity
Republic of Moldova,Electricity - exports,1992,"Kilowatt-hours, million",4636,,total_electricity
Republic of Moldova,Electricity - exports,1993,"Kilowatt-hours, million",5104,,total_electricity
Republic of Moldova,Electricity - exports,1994,"Kilowatt-hours, million",5003,,total_electricity
Republic of Moldova,Electricity - exports,1995,"Kilowatt-hours, million",127,,total_electricity
Republic of Moldova,Electricity - exports,1996,"Kilowatt-hours, million",4,,total_electricity
Republic of Moldova,Electricity - exports,1997,"Kilowatt-hours, million",27,,total_electricity
Republic of Moldova,Electricity - exports,1998,"Kilowatt-hours, million",0,,total_electricity
Republic of Moldova,Electricity - exports,1999,"Kilowatt-hours, million",0,,total_electricity
Republic of Moldova,Electricity - exports,2000,"Kilowatt-hours, million",0,,total_electricity
Republic of Moldova,Electricity - exports,2001,"Kilowatt-hours, million",0,,total_electricity
Republic of Moldova,Electricity - exports,2002,"Kilowatt-hours, million",0,,total_electricity
Republic of Moldova,Electricity - exports,2003,"Kilowatt-hours, million",131,,total_electricity
Republic of Moldova,Electricity - exports,2004,"Kilowatt-hours, million",424,,total_electricity
Republic of Moldova,Electricity - exports,2005,"Kilowatt-hours, million",14,,total_electricity
Republic of Moldova,Electricity - exports,2006,"Kilowatt-hours, million",0,,total_electricity
Republic of Moldova,Electricity - exports,2007,"Kilowatt-hours, million",0,,total_electricity
Portugal,Electricity - exports,1990,"Kilowatt-hours, million",1696,,total_electricity
Portugal,Electricity - exports,1991,"Kilowatt-hours, million",1620,,total_electricity
Portugal,Electricity - exports,1992,"Kilowatt-hours, million",1197,,total_electricity
Portugal,Electricity - exports,1993,"Kilowatt-hours, million",1902,,total_electricity
Portugal,Electricity - exports,1994,"Kilowatt-hours, million",1369,,total_electricity
Portugal,Electricity - exports,1995,"Kilowatt-hours, million",1741,,total_electricity
Portugal,Electricity - exports,1996,"Kilowatt-hours, million",3005,,total_electricity
Portugal,Electricity - exports,1997,"Kilowatt-hours, million",2477,,total_electricity
Portugal,Electricity - exports,1998,"Kilowatt-hours, million",3700,,total_electricity
Portugal,Electricity - exports,1999,"Kilowatt-hours, million",4488,,total_electricity
Portugal,Electricity - exports,2000,"Kilowatt-hours, million",3767,,total_electricity
Portugal,Electricity - exports,2001,"Kilowatt-hours, million",3502,,total_electricity
Portugal,Electricity - exports,2002,"Kilowatt-hours, million",3430,,total_electricity
Portugal,Electricity - exports,2003,"Kilowatt-hours, million",3104,,total_electricity
Portugal,Electricity - exports,2004,"Kilowatt-hours, million",2131,,total_electricity
Portugal,Electricity - exports,2005,"Kilowatt-hours, million",2802,,total_electricity
Portugal,Electricity - exports,2006,"Kilowatt-hours, million",3183,,total_electricity
Portugal,Electricity - exports,2007,"Kilowatt-hours, million",2153,,total_electricity
Portugal,Electricity - exports,2008,"Kilowatt-hours, million",1313,,total_electricity
Portugal,Electricity - exports,2009,"Kilowatt-hours, million",2822,,total_electricity
Portugal,Electricity - exports,2010,"Kilowatt-hours, million",3191,,total_electricity
Portugal,Electricity - exports,2011,"Kilowatt-hours, million",3929,,total_electricity
Portugal,Electricity - exports,2012,"Kilowatt-hours, million",2871,,total_electricity
Portugal,Electricity - exports,2013,"Kilowatt-hours, million",5324,,total_electricity
Portugal,Electricity - exports,2014,"Kilowatt-hours, million",6344,,total_electricity
Poland,Electricity - exports,1990,"Kilowatt-hours, million",11478,,total_electricity
Poland,Electricity - exports,1991,"Kilowatt-hours, million",9326,,total_electricity
Poland,Electricity - exports,1992,"Kilowatt-hours, million",9066,,total_electricity
Poland,Electricity - exports,1993,"Kilowatt-hours, million",8011,,total_electricity
Poland,Electricity - exports,1994,"Kilowatt-hours, million",7242,,total_electricity
Poland,Electricity - exports,1995,"Kilowatt-hours, million",7157,,total_electricity
Poland,Electricity - exports,1996,"Kilowatt-hours, million",7925,,total_electricity
Poland,Electricity - exports,1997,"Kilowatt-hours, million",7542,,total_electricity
Poland,Electricity - exports,1998,"Kilowatt-hours, million",8082,,total_electricity
Poland,Electricity - exports,1999,"Kilowatt-hours, million",8426,,total_electricity
Poland,Electricity - exports,2000,"Kilowatt-hours, million",9663,,total_electricity
Poland,Electricity - exports,2001,"Kilowatt-hours, million",11035,,total_electricity
Poland,Electricity - exports,2002,"Kilowatt-hours, million",11537,,total_electricity
Poland,Electricity - exports,2003,"Kilowatt-hours, million",15146,,total_electricity
Poland,Electricity - exports,2004,"Kilowatt-hours, million",14605,,total_electricity
Poland,Electricity - exports,2005,"Kilowatt-hours, million",16188,,total_electricity
Poland,Electricity - exports,2006,"Kilowatt-hours, million",15775,,total_electricity
Poland,Electricity - exports,2007,"Kilowatt-hours, million",13109,,total_electricity
Poland,Electricity - exports,2008,"Kilowatt-hours, million",9703,,total_electricity
Poland,Electricity - exports,2009,"Kilowatt-hours, million",9594,,total_electricity
Poland,Electricity - exports,2010,"Kilowatt-hours, million",7664,,total_electricity
Poland,Electricity - exports,2011,"Kilowatt-hours, million",12022,,total_electricity
Poland,Electricity - exports,2012,"Kilowatt-hours, million",12643,,total_electricity
Poland,Electricity - exports,2013,"Kilowatt-hours, million",12322,,total_electricity
Poland,Electricity - exports,2014,"Kilowatt-hours, million",11342,,total_electricity
Peru,Electricity - exports,2007,"Kilowatt-hours, million",0,,total_electricity
Peru,Electricity - exports,2008,"Kilowatt-hours, million",0,,total_electricity
Peru,Electricity - exports,2009,"Kilowatt-hours, million",63,,total_electricity
Peru,Electricity - exports,2010,"Kilowatt-hours, million",112,,total_electricity
Peru,Electricity - exports,2011,"Kilowatt-hours, million",0,,total_electricity
Peru,Electricity - exports,2012,"Kilowatt-hours, million",2,,total_electricity
Peru,Electricity - exports,2013,"Kilowatt-hours, million",0,,total_electricity
Peru,Electricity - exports,2014,"Kilowatt-hours, million",0,,total_electricity
Paraguay,Electricity - exports,1990,"Kilowatt-hours, million",24804,1,total_electricity
Paraguay,Electricity - exports,1991,"Kilowatt-hours, million",26803,1,total_electricity
Paraguay,Electricity - exports,1992,"Kilowatt-hours, million",24619,1,total_electricity
Paraguay,Electricity - exports,1993,"Kilowatt-hours, million",28121,,total_electricity
Paraguay,Electricity - exports,1994,"Kilowatt-hours, million",32601,,total_electricity
Paraguay,Electricity - exports,1995,"Kilowatt-hours, million",35369,,total_electricity
Paraguay,Electricity - exports,1996,"Kilowatt-hours, million",40025,,total_electricity
Paraguay,Electricity - exports,1997,"Kilowatt-hours, million",45525,,total_electricity
Paraguay,Electricity - exports,1998,"Kilowatt-hours, million",45207.7,,total_electricity
Paraguay,Electricity - exports,1999,"Kilowatt-hours, million",46025.71,,total_electricity
Paraguay,Electricity - exports,2000,"Kilowatt-hours, million",47330.5,,total_electricity
Paraguay,Electricity - exports,2001,"Kilowatt-hours, million",39129.07,,total_electricity
Paraguay,Electricity - exports,2002,"Kilowatt-hours, million",41765.22,,total_electricity
Paraguay,Electricity - exports,2003,"Kilowatt-hours, million",45172.61,,total_electricity
Paraguay,Electricity - exports,2004,"Kilowatt-hours, million",44996.59,,total_electricity
Paraguay,Electricity - exports,2005,"Kilowatt-hours, million",43783.88,,total_electricity
Paraguay,Electricity - exports,2006,"Kilowatt-hours, million",45699.19,,total_electricity
Paraguay,Electricity - exports,2007,"Kilowatt-hours, million",45126.61,,total_electricity
Paraguay,Electricity - exports,2008,"Kilowatt-hours, million",46291.7,,total_electricity
Paraguay,Electricity - exports,2009,"Kilowatt-hours, million",45041.92,,total_electricity
Paraguay,Electricity - exports,2010,"Kilowatt-hours, million",43377.67,,total_electricity
Paraguay,Electricity - exports,2011,"Kilowatt-hours, million",46119.83,,total_electricity
Paraguay,Electricity - exports,2012,"Kilowatt-hours, million",47662.72,,total_electricity
Paraguay,Electricity - exports,2013,"Kilowatt-hours, million",47364.95,,total_electricity
Paraguay,Electricity - exports,2014,"Kilowatt-hours, million",41400.1,,total_electricity
Panama,Electricity - exports,1990,"Kilowatt-hours, million",90,,total_electricity
Panama,Electricity - exports,1991,"Kilowatt-hours, million",64,,total_electricity
Panama,Electricity - exports,1992,"Kilowatt-hours, million",65,,total_electricity
Panama,Electricity - exports,1993,"Kilowatt-hours, million",102,,total_electricity
Panama,Electricity - exports,1994,"Kilowatt-hours, million",66,,total_electricity
Panama,Electricity - exports,1995,"Kilowatt-hours, million",78,,total_electricity
Panama,Electricity - exports,1996,"Kilowatt-hours, million",138,,total_electricity
Panama,Electricity - exports,1997,"Kilowatt-hours, million",170,,total_electricity
Panama,Electricity - exports,1998,"Kilowatt-hours, million",23,,total_electricity
Panama,Electricity - exports,1999,"Kilowatt-hours, million",106,,total_electricity
Panama,Electricity - exports,2000,"Kilowatt-hours, million",18,,total_electricity
Panama,Electricity - exports,2001,"Kilowatt-hours, million",118,,total_electricity
Panama,Electricity - exports,2002,"Kilowatt-hours, million",49,,total_electricity
Panama,Electricity - exports,2003,"Kilowatt-hours, million",179,,total_electricity
Panama,Electricity - exports,2004,"Kilowatt-hours, million",129,,total_electricity
Panama,Electricity - exports,2005,"Kilowatt-hours, million",51,,total_electricity
Panama,Electricity - exports,2006,"Kilowatt-hours, million",49,,total_electricity
Panama,Electricity - exports,2007,"Kilowatt-hours, million",125,,total_electricity
Panama,Electricity - exports,2008,"Kilowatt-hours, million",32,,total_electricity
Panama,Electricity - exports,2009,"Kilowatt-hours, million",95,,total_electricity
Panama,Electricity - exports,2010,"Kilowatt-hours, million",39,,total_electricity
Panama,Electricity - exports,2011,"Kilowatt-hours, million",8,,total_electricity
Panama,Electricity - exports,2012,"Kilowatt-hours, million",59,,total_electricity
Panama,Electricity - exports,2013,"Kilowatt-hours, million",71.4,,total_electricity
Panama,Electricity - exports,2014,"Kilowatt-hours, million",98.5,,total_electricity
Norway,Electricity - exports,1990,"Kilowatt-hours, million",16241,,total_electricity
Norway,Electricity - exports,1991,"Kilowatt-hours, million",6049,,total_electricity
Norway,Electricity - exports,1992,"Kilowatt-hours, million",10109,,total_electricity
Norway,Electricity - exports,1993,"Kilowatt-hours, million",8376,,total_electricity
Norway,Electricity - exports,1994,"Kilowatt-hours, million",4968,,total_electricity
Norway,Electricity - exports,1995,"Kilowatt-hours, million",8966,,total_electricity
Norway,Electricity - exports,1996,"Kilowatt-hours, million",4236,,total_electricity
Norway,Electricity - exports,1997,"Kilowatt-hours, million",4874,,total_electricity
Norway,Electricity - exports,1998,"Kilowatt-hours, million",4412,,total_electricity
Norway,Electricity - exports,1999,"Kilowatt-hours, million",8775,,total_electricity
Norway,Electricity - exports,2000,"Kilowatt-hours, million",20529,,total_electricity
Norway,Electricity - exports,2001,"Kilowatt-hours, million",7174,,total_electricity
Norway,Electricity - exports,2002,"Kilowatt-hours, million",15046,,total_electricity
Norway,Electricity - exports,2003,"Kilowatt-hours, million",5548,,total_electricity
Norway,Electricity - exports,2004,"Kilowatt-hours, million",3854,,total_electricity
Norway,Electricity - exports,2005,"Kilowatt-hours, million",15695,,total_electricity
Norway,Electricity - exports,2006,"Kilowatt-hours, million",8947,,total_electricity
Norway,Electricity - exports,2007,"Kilowatt-hours, million",15320,,total_electricity
Norway,Electricity - exports,2008,"Kilowatt-hours, million",17275,,total_electricity
Norway,Electricity - exports,2009,"Kilowatt-hours, million",14634,,total_electricity
Norway,Electricity - exports,2010,"Kilowatt-hours, million",7124,,total_electricity
Norway,Electricity - exports,2011,"Kilowatt-hours, million",14329,,total_electricity
Norway,Electricity - exports,2012,"Kilowatt-hours, million",22006,,total_electricity
Norway,Electricity - exports,2013,"Kilowatt-hours, million",15141,,total_electricity
Norway,Electricity - exports,2014,"Kilowatt-hours, million",21932,,total_electricity
Nigeria,Electricity - exports,1991,"Kilowatt-hours, million",92,,total_electricity
Nigeria,Electricity - exports,1992,"Kilowatt-hours, million",92,,total_electricity
Nigeria,Electricity - exports,1993,"Kilowatt-hours, million",104,,total_electricity
Nigeria,Electricity - exports,1994,"Kilowatt-hours, million",138,,total_electricity
Niger,Electricity - exports,2003,"Kilowatt-hours, million",0,,total_electricity
Niger,Electricity - exports,2004,"Kilowatt-hours, million",1.193,,total_electricity
Niger,Electricity - exports,2005,"Kilowatt-hours, million",1.493,,total_electricity
Niger,Electricity - exports,2006,"Kilowatt-hours, million",2.172,,total_electricity
Niger,Electricity - exports,2007,"Kilowatt-hours, million",2.09,,total_electricity
Niger,Electricity - exports,2008,"Kilowatt-hours, million",2.49,,total_electricity
Niger,Electricity - exports,2009,"Kilowatt-hours, million",2.44,,total_electricity
Niger,Electricity - exports,2010,"Kilowatt-hours, million",2.38,,total_electricity
Niger,Electricity - exports,2011,"Kilowatt-hours, million",3.84,,total_electricity
Niger,Electricity - exports,2012,"Kilowatt-hours, million",4.22,,total_electricity
Niger,Electricity - exports,2013,"Kilowatt-hours, million",3.002,,total_electricity
Niger,Electricity - exports,2014,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,1990,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,1991,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,1992,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,1993,"Kilowatt-hours, million",48,,total_electricity
Nicaragua,Electricity - exports,1994,"Kilowatt-hours, million",119,,total_electricity
Nicaragua,Electricity - exports,1995,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,1996,"Kilowatt-hours, million",10,,total_electricity
Nicaragua,Electricity - exports,1997,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,1998,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,1999,"Kilowatt-hours, million",22,,total_electricity
Nicaragua,Electricity - exports,2000,"Kilowatt-hours, million",1,,total_electricity
Nicaragua,Electricity - exports,2001,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,2002,"Kilowatt-hours, million",7,,total_electricity
Nicaragua,Electricity - exports,2003,"Kilowatt-hours, million",21,,total_electricity
Nicaragua,Electricity - exports,2004,"Kilowatt-hours, million",22,,total_electricity
Nicaragua,Electricity - exports,2005,"Kilowatt-hours, million",8,,total_electricity
Nicaragua,Electricity - exports,2006,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,2007,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,2008,"Kilowatt-hours, million",0,,total_electricity
Nicaragua,Electricity - exports,2009,"Kilowatt-hours, million",2,,total_electricity
Nicaragua,Electricity - exports,2010,"Kilowatt-hours, million",43,,total_electricity
Nicaragua,Electricity - exports,2011,"Kilowatt-hours, million",41,,total_electricity
Nicaragua,Electricity - exports,2012,"Kilowatt-hours, million",3,,total_electricity
Nicaragua,Electricity - exports,2013,"Kilowatt-hours, million",16,,total_electricity
Nicaragua,Electricity - exports,2014,"Kilowatt-hours, million",49,,total_electricity
Netherlands,Electricity - exports,1990,"Kilowatt-hours, million",471,,total_electricity
Netherlands,Electricity - exports,1991,"Kilowatt-hours, million",624,,total_electricity
Netherlands,Electricity - exports,1992,"Kilowatt-hours, million",227,,total_electricity
Netherlands,Electricity - exports,1993,"Kilowatt-hours, million",269,,total_electricity
Netherlands,Electricity - exports,1994,"Kilowatt-hours, million",288,,total_electricity
Netherlands,Electricity - exports,1995,"Kilowatt-hours, million",586,,total_electricity
Netherlands,Electricity - exports,1996,"Kilowatt-hours, million",699,,total_electricity
Netherlands,Electricity - exports,1997,"Kilowatt-hours, million",475,,total_electricity
Netherlands,Electricity - exports,1998,"Kilowatt-hours, million",420,,total_electricity
Netherlands,Electricity - exports,1999,"Kilowatt-hours, million",3968,,total_electricity
Netherlands,Electricity - exports,2000,"Kilowatt-hours, million",4031,,total_electricity
Netherlands,Electricity - exports,2001,"Kilowatt-hours, million",4209,,total_electricity
Netherlands,Electricity - exports,2002,"Kilowatt-hours, million",4488,,total_electricity
Netherlands,Electricity - exports,2003,"Kilowatt-hours, million",3809,,total_electricity
Netherlands,Electricity - exports,2004,"Kilowatt-hours, million",5188,,total_electricity
Netherlands,Electricity - exports,2005,"Kilowatt-hours, million",5398,,total_electricity
Netherlands,Electricity - exports,2006,"Kilowatt-hours, million",5887,,total_electricity
Netherlands,Electricity - exports,2007,"Kilowatt-hours, million",5480,,total_electricity
Netherlands,Electricity - exports,2008,"Kilowatt-hours, million",9116,,total_electricity
Netherlands,Electricity - exports,2009,"Kilowatt-hours, million",10561,,total_electricity
Netherlands,Electricity - exports,2010,"Kilowatt-hours, million",12808,,total_electricity
Netherlands,Electricity - exports,2011,"Kilowatt-hours, million",11531,,total_electricity
Netherlands,Electricity - exports,2012,"Kilowatt-hours, million",15046,,total_electricity
Netherlands,Electricity - exports,2013,"Kilowatt-hours, million",15015,,total_electricity
Netherlands,Electricity - exports,2014,"Kilowatt-hours, million",18128,,total_electricity
Nepal,Electricity - exports,1990,"Kilowatt-hours, million",23,,total_electricity
Nepal,Electricity - exports,1991,"Kilowatt-hours, million",65,,total_electricity
Nepal,Electricity - exports,1992,"Kilowatt-hours, million",85,,total_electricity
Nepal,Electricity - exports,1993,"Kilowatt-hours, million",46,,total_electricity
Nepal,Electricity - exports,1994,"Kilowatt-hours, million",63,,total_electricity
Nepal,Electricity - exports,1995,"Kilowatt-hours, million",42,,total_electricity
Nepal,Electricity - exports,1996,"Kilowatt-hours, million",90,,total_electricity
Nepal,Electricity - exports,1997,"Kilowatt-hours, million",100,,total_electricity
Nepal,Electricity - exports,1998,"Kilowatt-hours, million",64,,total_electricity
Nepal,Electricity - exports,1999,"Kilowatt-hours, million",95,,total_electricity
Nepal,Electricity - exports,2000,"Kilowatt-hours, million",126,,total_electricity
Nepal,Electricity - exports,2001,"Kilowatt-hours, million",143,,total_electricity
Nepal,Electricity - exports,2002,"Kilowatt-hours, million",186,,total_electricity
Nepal,Electricity - exports,2003,"Kilowatt-hours, million",206,,total_electricity
Nepal,Electricity - exports,2004,"Kilowatt-hours, million",111,,total_electricity
Nepal,Electricity - exports,2005,"Kilowatt-hours, million",97,,total_electricity
Nepal,Electricity - exports,2006,"Kilowatt-hours, million",77,,total_electricity
Nepal,Electricity - exports,2007,"Kilowatt-hours, million",60,,total_electricity
Nepal,Electricity - exports,2008,"Kilowatt-hours, million",46,,total_electricity
Nepal,Electricity - exports,2009,"Kilowatt-hours, million",75,,total_electricity
Nepal,Electricity - exports,2010,"Kilowatt-hours, million",31,,total_electricity
Nepal,Electricity - exports,2011,"Kilowatt-hours, million",4,,total_electricity
Nepal,Electricity - exports,2012,"Kilowatt-hours, million",4,,total_electricity
Nepal,Electricity - exports,2013,"Kilowatt-hours, million",4,,total_electricity
Nepal,Electricity - exports,2014,"Kilowatt-hours, million",3.4,,total_electricity
Namibia,Electricity - exports,1991,"Kilowatt-hours, million",201,,total_electricity
Namibia,Electricity - exports,1992,"Kilowatt-hours, million",204,,total_electricity
Namibia,Electricity - exports,1993,"Kilowatt-hours, million",49,,total_electricity
Namibia,Electricity - exports,1994,"Kilowatt-hours, million",28,,total_electricity
Namibia,Electricity - exports,1995,"Kilowatt-hours, million",146,,total_electricity
Namibia,Electricity - exports,1996,"Kilowatt-hours, million",30,,total_electricity
Namibia,Electricity - exports,1997,"Kilowatt-hours, million",30,,total_electricity
Namibia,Electricity - exports,1998,"Kilowatt-hours, million",23,,total_electricity
Namibia,Electricity - exports,1999,"Kilowatt-hours, million",56,,total_electricity
Namibia,Electricity - exports,2000,"Kilowatt-hours, million",65,,total_electricity
Namibia,Electricity - exports,2001,"Kilowatt-hours, million",64,,total_electricity
Namibia,Electricity - exports,2002,"Kilowatt-hours, million",54,,total_electricity
Namibia,Electricity - exports,2003,"Kilowatt-hours, million",53,,total_electricity
Namibia,Electricity - exports,2004,"Kilowatt-hours, million",23,,total_electricity
Namibia,Electricity - exports,2005,"Kilowatt-hours, million",31,,total_electricity
Namibia,Electricity - exports,2006,"Kilowatt-hours, million",36,,total_electricity
Namibia,Electricity - exports,2007,"Kilowatt-hours, million",40,,total_electricity
Namibia,Electricity - exports,2008,"Kilowatt-hours, million",47,,total_electricity
Namibia,Electricity - exports,2009,"Kilowatt-hours, million",144,,total_electricity
Namibia,Electricity - exports,2010,"Kilowatt-hours, million",207,,total_electricity
Namibia,Electricity - exports,2011,"Kilowatt-hours, million",79,,total_electricity
Namibia,Electricity - exports,2012,"Kilowatt-hours, million",88,,total_electricity
Namibia,Electricity - exports,2013,"Kilowatt-hours, million",89,,total_electricity
Namibia,Electricity - exports,2014,"Kilowatt-hours, million",84,,total_electricity
Mozambique,Electricity - exports,1997,"Kilowatt-hours, million",483,,total_electricity
Mozambique,Electricity - exports,1998,"Kilowatt-hours, million",5677,,total_electricity
Mozambique,Electricity - exports,1999,"Kilowatt-hours, million",6374,,total_electricity
Mozambique,Electricity - exports,2000,"Kilowatt-hours, million",7781,,total_electricity
Mozambique,Electricity - exports,2001,"Kilowatt-hours, million",10370,,total_electricity
Mozambique,Electricity - exports,2002,"Kilowatt-hours, million",11408,,total_electricity
Mozambique,Electricity - exports,2003,"Kilowatt-hours, million",9643,,total_electricity
Mozambique,Electricity - exports,2004,"Kilowatt-hours, million",10402,,total_electricity
Mozambique,Electricity - exports,2005,"Kilowatt-hours, million",12001,,total_electricity
Mozambique,Electricity - exports,2006,"Kilowatt-hours, million",12825,,total_electricity
Mozambique,Electricity - exports,2007,"Kilowatt-hours, million",12347,,total_electricity
Mozambique,Electricity - exports,2008,"Kilowatt-hours, million",11212,,total_electricity
Mozambique,Electricity - exports,2009,"Kilowatt-hours, million",12700,,total_electricity
Mozambique,Electricity - exports,2010,"Kilowatt-hours, million",12075,,total_electricity
