country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
United States of America,Electricity - exports,1992,"Kilowatt-hours, million",8855,,total_electricity
United States of America,Electricity - exports,1993,"Kilowatt-hours, million",10655,,total_electricity
United States of America,Electricity - exports,1994,"Kilowatt-hours, million",7592,,total_electricity
United States of America,Electricity - exports,1995,"Kilowatt-hours, million",9146,,total_electricity
United States of America,Electricity - exports,1996,"Kilowatt-hours, million",7279,,total_electricity
United States of America,Electricity - exports,1997,"Kilowatt-hours, million",8974,,total_electricity
United States of America,Electricity - exports,1998,"Kilowatt-hours, million",12730,,total_electricity
United States of America,Electricity - exports,1999,"Kilowatt-hours, million",14221,,total_electricity
United States of America,Electricity - exports,2000,"Kilowatt-hours, million",14678,,total_electricity
United States of America,Electricity - exports,2001,"Kilowatt-hours, million",16474,,total_electricity
United States of America,Electricity - exports,2002,"Kilowatt-hours, million",13561,,total_electricity
United States of America,Electricity - exports,2003,"Kilowatt-hours, million",23972,,total_electricity
United States of America,Electricity - exports,2004,"Kilowatt-hours, million",22898,,total_electricity
United States of America,Electricity - exports,2005,"Kilowatt-hours, million",19803,,total_electricity
United States of America,Electricity - exports,2006,"Kilowatt-hours, million",24271,,total_electricity
United States of America,Electricity - exports,2007,"Kilowatt-hours, million",20143,,total_electricity
United States of America,Electricity - exports,2008,"Kilowatt-hours, million",24198,,total_electricity
United States of America,Electricity - exports,2009,"Kilowatt-hours, million",18138,,total_electricity
United States of America,Electricity - exports,2010,"Kilowatt-hours, million",19107,,total_electricity
United States of America,Electricity - exports,2011,"Kilowatt-hours, million",15038,,total_electricity
United States of America,Electricity - exports,2012,"Kilowatt-hours, million",11995,,total_electricity
United States of America,Electricity - exports,2013,"Kilowatt-hours, million",11353,,total_electricity
United States of America,Electricity - exports,2014,"Kilowatt-hours, million",13298,,total_electricity
United Kingdom,Electricity - exports,1990,"Kilowatt-hours, million",47,,total_electricity
United Kingdom,Electricity - exports,1991,"Kilowatt-hours, million",15,,total_electricity
United Kingdom,Electricity - exports,1992,"Kilowatt-hours, million",31,,total_electricity
United Kingdom,Electricity - exports,1993,"Kilowatt-hours, million",5,,total_electricity
United Kingdom,Electricity - exports,1994,"Kilowatt-hours, million",0,,total_electricity
United Kingdom,Electricity - exports,1995,"Kilowatt-hours, million",23,,total_electricity
United Kingdom,Electricity - exports,1996,"Kilowatt-hours, million",37,,total_electricity
United Kingdom,Electricity - exports,1997,"Kilowatt-hours, million",41,,total_electricity
United Kingdom,Electricity - exports,1998,"Kilowatt-hours, million",131,,total_electricity
United Kingdom,Electricity - exports,1999,"Kilowatt-hours, million",263,,total_electricity
United Kingdom,Electricity - exports,2000,"Kilowatt-hours, million",134,,total_electricity
United Kingdom,Electricity - exports,2001,"Kilowatt-hours, million",264,,total_electricity
United Kingdom,Electricity - exports,2002,"Kilowatt-hours, million",768,,total_electricity
United Kingdom,Electricity - exports,2003,"Kilowatt-hours, million",2959,,total_electricity
United Kingdom,Electricity - exports,2004,"Kilowatt-hours, million",2294,,total_electricity
United Kingdom,Electricity - exports,2005,"Kilowatt-hours, million",2839,,total_electricity
United Kingdom,Electricity - exports,2006,"Kilowatt-hours, million",2765,,total_electricity
United Kingdom,Electricity - exports,2007,"Kilowatt-hours, million",3398,,total_electricity
United Kingdom,Electricity - exports,2008,"Kilowatt-hours, million",1271,,total_electricity
United Kingdom,Electricity - exports,2009,"Kilowatt-hours, million",3748,,total_electricity
United Kingdom,Electricity - exports,2010,"Kilowatt-hours, million",4481,,total_electricity
United Kingdom,Electricity - exports,2011,"Kilowatt-hours, million",2467,,total_electricity
United Kingdom,Electricity - exports,2012,"Kilowatt-hours, million",1872,,total_electricity
United Kingdom,Electricity - exports,2013,"Kilowatt-hours, million",3102,,total_electricity
United Kingdom,Electricity - exports,2014,"Kilowatt-hours, million",2723,,total_electricity
United Arab Emirates,Electricity - exports,2007,"Kilowatt-hours, million",0,,total_electricity
United Arab Emirates,Electricity - exports,2008,"Kilowatt-hours, million",0,,total_electricity
United Arab Emirates,Electricity - exports,2009,"Kilowatt-hours, million",0,,total_electricity
United Arab Emirates,Electricity - exports,2010,"Kilowatt-hours, million",0,,total_electricity
United Arab Emirates,Electricity - exports,2011,"Kilowatt-hours, million",36,,total_electricity
United Arab Emirates,Electricity - exports,2012,"Kilowatt-hours, million",34,,total_electricity
United Arab Emirates,Electricity - exports,2013,"Kilowatt-hours, million",23,,total_electricity
United Arab Emirates,Electricity - exports,2014,"Kilowatt-hours, million",0,,total_electricity
Ukraine,Electricity - exports,1992,"Kilowatt-hours, million",20502,,total_electricity
Ukraine,Electricity - exports,1993,"Kilowatt-hours, million",17317,,total_electricity
Ukraine,Electricity - exports,1994,"Kilowatt-hours, million",13420,,total_electricity
Ukraine,Electricity - exports,1995,"Kilowatt-hours, million",12678,,total_electricity
Ukraine,Electricity - exports,1996,"Kilowatt-hours, million",6183,,total_electricity
Ukraine,Electricity - exports,1997,"Kilowatt-hours, million",9873,,total_electricity
Ukraine,Electricity - exports,1998,"Kilowatt-hours, million",10728,,total_electricity
Ukraine,Electricity - exports,1999,"Kilowatt-hours, million",10405,,total_electricity
Ukraine,Electricity - exports,2000,"Kilowatt-hours, million",6528,,total_electricity
Ukraine,Electricity - exports,2001,"Kilowatt-hours, million",5196,,total_electricity
Ukraine,Electricity - exports,2002,"Kilowatt-hours, million",8576,,total_electricity
Ukraine,Electricity - exports,2003,"Kilowatt-hours, million",12175,,total_electricity
Ukraine,Electricity - exports,2004,"Kilowatt-hours, million",7529,,total_electricity
Ukraine,Electricity - exports,2005,"Kilowatt-hours, million",10068,,total_electricity
Ukraine,Electricity - exports,2006,"Kilowatt-hours, million",12519,,total_electricity
Ukraine,Electricity - exports,2007,"Kilowatt-hours, million",12554,,total_electricity
Ukraine,Electricity - exports,2008,"Kilowatt-hours, million",8831,,total_electricity
Ukraine,Electricity - exports,2009,"Kilowatt-hours, million",4294,,total_electricity
Ukraine,Electricity - exports,2010,"Kilowatt-hours, million",4078,,total_electricity
Ukraine,Electricity - exports,2011,"Kilowatt-hours, million",6327,,total_electricity
Ukraine,Electricity - exports,2012,"Kilowatt-hours, million",11560,,total_electricity
Ukraine,Electricity - exports,2013,"Kilowatt-hours, million",9929,,total_electricity
Ukraine,Electricity - exports,2014,"Kilowatt-hours, million",8523,,total_electricity
Uganda,Electricity - exports,1990,"Kilowatt-hours, million",166,,total_electricity
Uganda,Electricity - exports,1991,"Kilowatt-hours, million",150,,total_electricity
Uganda,Electricity - exports,1992,"Kilowatt-hours, million",289,,total_electricity
Uganda,Electricity - exports,1993,"Kilowatt-hours, million",259,,total_electricity
Uganda,Electricity - exports,1994,"Kilowatt-hours, million",252,,total_electricity
Uganda,Electricity - exports,1995,"Kilowatt-hours, million",195,,total_electricity
Uganda,Electricity - exports,1996,"Kilowatt-hours, million",151,,total_electricity
Uganda,Electricity - exports,1997,"Kilowatt-hours, million",169,,total_electricity
Uganda,Electricity - exports,1998,"Kilowatt-hours, million",159,,total_electricity
Uganda,Electricity - exports,1999,"Kilowatt-hours, million",174,,total_electricity
Uganda,Electricity - exports,2000,"Kilowatt-hours, million",251,,total_electricity
Uganda,Electricity - exports,2001,"Kilowatt-hours, million",145,,total_electricity
Uganda,Electricity - exports,2002,"Kilowatt-hours, million",265,,total_electricity
Uganda,Electricity - exports,2003,"Kilowatt-hours, million",219,,total_electricity
Uganda,Electricity - exports,2004,"Kilowatt-hours, million",197,,total_electricity
Uganda,Electricity - exports,2005,"Kilowatt-hours, million",63,,total_electricity
Uganda,Electricity - exports,2006,"Kilowatt-hours, million",36,,total_electricity
Uganda,Electricity - exports,2007,"Kilowatt-hours, million",65,,total_electricity
Uganda,Electricity - exports,2008,"Kilowatt-hours, million",67,,total_electricity
Uganda,Electricity - exports,2009,"Kilowatt-hours, million",80.62,,total_electricity
Uganda,Electricity - exports,2010,"Kilowatt-hours, million",75.4,1,total_electricity
Uganda,Electricity - exports,2011,"Kilowatt-hours, million",89,,total_electricity
Uganda,Electricity - exports,2012,"Kilowatt-hours, million",90.8,1,total_electricity
Uganda,Electricity - exports,2013,"Kilowatt-hours, million",104.7,,total_electricity
Uganda,Electricity - exports,2014,"Kilowatt-hours, million",125.1,,total_electricity
Turkmenistan,Electricity - exports,1992,"Kilowatt-hours, million",5447,,total_electricity
Turkmenistan,Electricity - exports,1993,"Kilowatt-hours, million",4437,,total_electricity
Turkmenistan,Electricity - exports,1994,"Kilowatt-hours, million",3690,,total_electricity
Turkmenistan,Electricity - exports,1995,"Kilowatt-hours, million",3000,,total_electricity
Turkmenistan,Electricity - exports,1996,"Kilowatt-hours, million",3750,,total_electricity
Turkmenistan,Electricity - exports,1997,"Kilowatt-hours, million",4411,,total_electricity
Turkmenistan,Electricity - exports,1998,"Kilowatt-hours, million",1300,,total_electricity
Turkmenistan,Electricity - exports,1999,"Kilowatt-hours, million",1400,,total_electricity
Turkmenistan,Electricity - exports,2000,"Kilowatt-hours, million",800,,total_electricity
Turkmenistan,Electricity - exports,2001,"Kilowatt-hours, million",980,,total_electricity
Turkmenistan,Electricity - exports,2002,"Kilowatt-hours, million",1010,,total_electricity
Turkmenistan,Electricity - exports,2003,"Kilowatt-hours, million",1200,,total_electricity
Turkmenistan,Electricity - exports,2004,"Kilowatt-hours, million",1290,,total_electricity
Turkmenistan,Electricity - exports,2005,"Kilowatt-hours, million",1290,,total_electricity
Turkmenistan,Electricity - exports,2006,"Kilowatt-hours, million",1650,,total_electricity
Turkmenistan,Electricity - exports,2007,"Kilowatt-hours, million",1950,,total_electricity
Turkmenistan,Electricity - exports,2008,"Kilowatt-hours, million",1530,,total_electricity
Turkmenistan,Electricity - exports,2009,"Kilowatt-hours, million",2100,,total_electricity
Turkmenistan,Electricity - exports,2010,"Kilowatt-hours, million",2410,,total_electricity
Turkmenistan,Electricity - exports,2011,"Kilowatt-hours, million",2550,,total_electricity
Turkmenistan,Electricity - exports,2012,"Kilowatt-hours, million",2720,,total_electricity
Turkmenistan,Electricity - exports,2013,"Kilowatt-hours, million",2850,,total_electricity
Turkmenistan,Electricity - exports,2014,"Kilowatt-hours, million",3210,,total_electricity
Turkey,Electricity - exports,1990,"Kilowatt-hours, million",907,,total_electricity
Turkey,Electricity - exports,1991,"Kilowatt-hours, million",506,,total_electricity
Turkey,Electricity - exports,1992,"Kilowatt-hours, million",314,,total_electricity
Turkey,Electricity - exports,1993,"Kilowatt-hours, million",589,,total_electricity
Turkey,Electricity - exports,1994,"Kilowatt-hours, million",570,,total_electricity
Turkey,Electricity - exports,1995,"Kilowatt-hours, million",696,,total_electricity
Turkey,Electricity - exports,1996,"Kilowatt-hours, million",343,,total_electricity
Turkey,Electricity - exports,1997,"Kilowatt-hours, million",271,,total_electricity
Turkey,Electricity - exports,1998,"Kilowatt-hours, million",298,,total_electricity
Turkey,Electricity - exports,1999,"Kilowatt-hours, million",285,,total_electricity
Turkey,Electricity - exports,2000,"Kilowatt-hours, million",437,,total_electricity
Turkey,Electricity - exports,2001,"Kilowatt-hours, million",433,,total_electricity
Turkey,Electricity - exports,2002,"Kilowatt-hours, million",435,,total_electricity
Turkey,Electricity - exports,2003,"Kilowatt-hours, million",588,,total_electricity
Turkey,Electricity - exports,2004,"Kilowatt-hours, million",1144,,total_electricity
Turkey,Electricity - exports,2005,"Kilowatt-hours, million",1798,,total_electricity
Turkey,Electricity - exports,2006,"Kilowatt-hours, million",2236,,total_electricity
Turkey,Electricity - exports,2007,"Kilowatt-hours, million",2422,,total_electricity
Turkey,Electricity - exports,2008,"Kilowatt-hours, million",1122,,total_electricity
Turkey,Electricity - exports,2009,"Kilowatt-hours, million",1546,,total_electricity
Turkey,Electricity - exports,2010,"Kilowatt-hours, million",1918,,total_electricity
Turkey,Electricity - exports,2011,"Kilowatt-hours, million",3645,,total_electricity
Turkey,Electricity - exports,2012,"Kilowatt-hours, million",2954,,total_electricity
Turkey,Electricity - exports,2013,"Kilowatt-hours, million",1227,,total_electricity
Turkey,Electricity - exports,2014,"Kilowatt-hours, million",2696,,total_electricity
Tunisia,Electricity - exports,1990,"Kilowatt-hours, million",129,,total_electricity
Tunisia,Electricity - exports,1991,"Kilowatt-hours, million",129,,total_electricity
Tunisia,Electricity - exports,1992,"Kilowatt-hours, million",126,,total_electricity
Tunisia,Electricity - exports,1993,"Kilowatt-hours, million",38,,total_electricity
Tunisia,Electricity - exports,1994,"Kilowatt-hours, million",3,,total_electricity
Tunisia,Electricity - exports,1995,"Kilowatt-hours, million",141,,total_electricity
Tunisia,Electricity - exports,1996,"Kilowatt-hours, million",149,,total_electricity
Tunisia,Electricity - exports,1997,"Kilowatt-hours, million",0,,total_electricity
Tunisia,Electricity - exports,1998,"Kilowatt-hours, million",0,,total_electricity
Tunisia,Electricity - exports,1999,"Kilowatt-hours, million",0,,total_electricity
Tunisia,Electricity - exports,2000,"Kilowatt-hours, million",0,,total_electricity
Tunisia,Electricity - exports,2001,"Kilowatt-hours, million",0,,total_electricity
Tunisia,Electricity - exports,2002,"Kilowatt-hours, million",59,,total_electricity
Tunisia,Electricity - exports,2003,"Kilowatt-hours, million",20,,total_electricity
Tunisia,Electricity - exports,2004,"Kilowatt-hours, million",27,,total_electricity
Tunisia,Electricity - exports,2005,"Kilowatt-hours, million",36,,total_electricity
Tunisia,Electricity - exports,2006,"Kilowatt-hours, million",135,,total_electricity
Tunisia,Electricity - exports,2007,"Kilowatt-hours, million",0,,total_electricity
Tunisia,Electricity - exports,2008,"Kilowatt-hours, million",129,,total_electricity
Tunisia,Electricity - exports,2009,"Kilowatt-hours, million",152,,total_electricity
Tunisia,Electricity - exports,2010,"Kilowatt-hours, million",122,,total_electricity
Tunisia,Electricity - exports,2011,"Kilowatt-hours, million",161,,total_electricity
Tunisia,Electricity - exports,2012,"Kilowatt-hours, million",426,,total_electricity
Tunisia,Electricity - exports,2013,"Kilowatt-hours, million",233,,total_electricity
Tunisia,Electricity - exports,2014,"Kilowatt-hours, million",625,,total_electricity
Thailand,Electricity - exports,1990,"Kilowatt-hours, million",31,,total_electricity
Thailand,Electricity - exports,1991,"Kilowatt-hours, million",40,,total_electricity
Thailand,Electricity - exports,1992,"Kilowatt-hours, million",41,,total_electricity
Thailand,Electricity - exports,1993,"Kilowatt-hours, million",49,,total_electricity
Thailand,Electricity - exports,1994,"Kilowatt-hours, million",58,,total_electricity
Thailand,Electricity - exports,1995,"Kilowatt-hours, million",79,,total_electricity
Thailand,Electricity - exports,1996,"Kilowatt-hours, million",89,,total_electricity
Thailand,Electricity - exports,1997,"Kilowatt-hours, million",104,,total_electricity
Thailand,Electricity - exports,1998,"Kilowatt-hours, million",153,,total_electricity
Thailand,Electricity - exports,1999,"Kilowatt-hours, million",180,,total_electricity
Thailand,Electricity - exports,2000,"Kilowatt-hours, million",194,,total_electricity
Thailand,Electricity - exports,2001,"Kilowatt-hours, million",267,,total_electricity
Thailand,Electricity - exports,2002,"Kilowatt-hours, million",273,,total_electricity
Thailand,Electricity - exports,2003,"Kilowatt-hours, million",296,,total_electricity
Thailand,Electricity - exports,2004,"Kilowatt-hours, million",372,,total_electricity
Thailand,Electricity - exports,2005,"Kilowatt-hours, million",642,,total_electricity
Thailand,Electricity - exports,2006,"Kilowatt-hours, million",750,,total_electricity
Thailand,Electricity - exports,2007,"Kilowatt-hours, million",926,,total_electricity
Thailand,Electricity - exports,2008,"Kilowatt-hours, million",1180,,total_electricity
Thailand,Electricity - exports,2009,"Kilowatt-hours, million",1560,,total_electricity
Thailand,Electricity - exports,2010,"Kilowatt-hours, million",1615,,total_electricity
Thailand,Electricity - exports,2011,"Kilowatt-hours, million",1335,,total_electricity
Thailand,Electricity - exports,2012,"Kilowatt-hours, million",1912,,total_electricity
Thailand,Electricity - exports,2013,"Kilowatt-hours, million",1794,,total_electricity
Thailand,Electricity - exports,2014,"Kilowatt-hours, million",2066,,total_electricity
Tajikistan,Electricity - exports,1992,"Kilowatt-hours, million",5596,,total_electricity
Tajikistan,Electricity - exports,1993,"Kilowatt-hours, million",6386,,total_electricity
Tajikistan,Electricity - exports,1994,"Kilowatt-hours, million",6072,,total_electricity
Tajikistan,Electricity - exports,1995,"Kilowatt-hours, million",4198,,total_electricity
Tajikistan,Electricity - exports,1996,"Kilowatt-hours, million",4610,,total_electricity
Tajikistan,Electricity - exports,1997,"Kilowatt-hours, million",4247,,total_electricity
Tajikistan,Electricity - exports,1998,"Kilowatt-hours, million",3724,,total_electricity
Tajikistan,Electricity - exports,1999,"Kilowatt-hours, million",3831,,total_electricity
Tajikistan,Electricity - exports,2000,"Kilowatt-hours, million",3909,,total_electricity
Tajikistan,Electricity - exports,2001,"Kilowatt-hours, million",4047,,total_electricity
Tajikistan,Electricity - exports,2002,"Kilowatt-hours, million",3874,,total_electricity
Tajikistan,Electricity - exports,2003,"Kilowatt-hours, million",4596,,total_electricity
Tajikistan,Electricity - exports,2004,"Kilowatt-hours, million",4451,,total_electricity
Tajikistan,Electricity - exports,2005,"Kilowatt-hours, million",4258,,total_electricity
Tajikistan,Electricity - exports,2006,"Kilowatt-hours, million",4231,,total_electricity
Tajikistan,Electricity - exports,2007,"Kilowatt-hours, million",4259,,total_electricity
Tajikistan,Electricity - exports,2008,"Kilowatt-hours, million",4421,,total_electricity
Tajikistan,Electricity - exports,2009,"Kilowatt-hours, million",4247,,total_electricity
Tajikistan,Electricity - exports,2010,"Kilowatt-hours, million",286,,total_electricity
Tajikistan,Electricity - exports,2011,"Kilowatt-hours, million",197,,total_electricity
Tajikistan,Electricity - exports,2012,"Kilowatt-hours, million",775,,total_electricity
Tajikistan,Electricity - exports,2013,"Kilowatt-hours, million",1061,,total_electricity
Tajikistan,Electricity - exports,2014,"Kilowatt-hours, million",1326,,total_electricity
T.F.Yug.Rep. Macedonia,Electricity - exports,1992,"Kilowatt-hours, million",209,,total_electricity
T.F.Yug.Rep. Macedonia,Electricity - exports,1993,"Kilowatt-hours, million",16,,total_electricity
T.F.Yug.Rep. Macedonia,Electricity - exports,1994,"Kilowatt-hours, million",54,,total_electricity
T.F.Yug.Rep. Macedonia,Electricity - exports,1995,"Kilowatt-hours, million",0,,total_electricity
